order_id,customer_id,product_id,quantity,discounted_price,revenue,order_date,,,,
7971,1297,289,4,35025.48,140101.92,17-07-2023,,,,
7972,4397,378,4,5383.37,21533.46,01-09-2023,,,,
7973,1821,656,5,9002.40,45012.00,12-01-2023,,,,
7974,3671,590,3,56671.50,170014.50,20-10-2023,,,,
7975,3833,604,4,46385.60,185542.40,09-11-2023,,,,
7976,3741,768,5,4225.50,21127.50,08-02-2023,,,,
7977,2483,689,2,9002.40,18004.80,12-08-2023,,,,
7978,2012,794,2,20524.47,41048.93,13-09-2023,,,,
7979,3500,336,5,2828.80,14144.00,11-01-2023,,,,
7980,3419,417,5,10764.60,53823.00,02-04-2023,,,,
7981,3026,508,2,7381.50,14763.00,11-10-2023,,,,
7982,4887,423,4,4121.55,16486.20,24-10-2023,,,,
7983,2703,566,3,3675.60,11026.80,13-01-2023,,,,
7984,3590,499,2,2041.55,4083.10,25-03-2023,,,,
7985,1252,559,1,12895.20,12895.20,17-02-2023,,,,
7986,3408,509,3,9858.60,29575.80,06-02-2023,,,,
7987,2562,620,4,1886.75,7546.99,06-06-2023,,,,
7988,5096,277,4,89008.00,356032.00,03-11-2023,,,,
7989,4644,264,3,1397.52,4192.56,29-07-2023,,,,
7990,5902,505,4,77229.10,308916.40,28-09-2023,,,,
7991,4951,522,3,2549.04,7647.12,09-01-2023,,,,
7992,1362,607,3,1585.31,4755.94,26-08-2023,,,,
7993,3817,476,4,2322.00,9288.00,05-01-2023,,,,
7994,4460,666,1,5846.49,5846.49,15-09-2023,,,,
7995,1774,613,3,48654.40,145963.20,28-11-2023,,,,
7996,4725,759,1,2132.65,2132.65,15-09-2023,,,,
7997,5820,648,2,2151.13,4302.26,01-06-2023,,,,
7998,1727,228,2,21185.01,42370.02,15-04-2023,,,,
7999,2544,532,1,14225.60,14225.60,06-03-2023,,,,
8000,2696,550,5,2032.10,10160.48,16-09-2023,,,,
8001,2152,465,5,5538.78,27693.90,30-12-2023,,,,
8002,3509,676,3,81643.76,244931.28,13-11-2023,,,,
8003,4928,333,1,8102.16,8102.16,14-03-2023,,,,
8004,3413,536,5,2493.75,12468.75,18-08-2023,,,,
8005,2202,556,2,41320.44,82640.88,13-12-2023,,,,
8006,3303,425,5,9656.94,48284.70,03-07-2023,,,,
8007,5346,782,3,6765.60,20296.80,04-07-2023,,,,
8008,2325,376,2,2560.95,5121.90,10-04-2023,,,,
8009,2852,560,2,1546.65,3093.30,24-04-2023,,,,
8010,4749,459,4,30039.00,120156.00,02-03-2023,,,,
8011,5787,273,2,26716.38,53432.75,07-08-2023,,,,
8012,5746,684,4,55834.38,223337.50,06-08-2023,,,,
8013,2735,647,3,1300.58,3901.75,21-09-2023,,,,
8014,2706,205,3,2000.70,6002.10,18-10-2023,,,,
8015,1091,374,5,19992.94,99964.70,03-05-2023,,,,
8016,4814,386,3,4284.50,12853.50,12-08-2023,,,,
8017,1403,766,2,1911.88,3823.75,23-06-2023,,,,
8018,4034,567,4,5018.31,20073.24,19-05-2023,,,,
8019,2857,425,3,6611.80,19835.40,23-09-2023,,,,
8020,4731,327,1,21044.21,21044.21,27-05-2023,,,,
8021,1570,631,5,57261.60,286308.00,14-07-2023,,,,
8022,4854,539,2,45481.50,90963.00,18-03-2023,,,,
8023,2807,772,2,5298.93,10597.86,12-09-2023,,,,
8024,3148,335,2,84335.68,168671.36,27-11-2023,,,,
8025,3823,371,2,8552.28,17104.56,03-08-2023,,,,
8026,5060,266,4,36978.90,147915.60,21-04-2023,,,,
8027,5750,528,1,14286.00,14286.00,29-07-2023,,,,
8028,5286,745,2,5103.80,10207.60,10-09-2023,,,,
8029,3033,298,5,3124.26,15621.30,07-07-2023,,,,
8030,3792,558,3,9868.32,29604.96,05-11-2023,,,,
8031,3259,507,3,1774.60,5323.80,05-01-2023,,,,
8032,3282,234,1,3431.20,3431.20,30-01-2023,,,,
8033,2160,392,4,2002.77,8011.08,23-02-2023,,,,
8034,3623,592,5,22609.29,113046.44,20-06-2023,,,,
8035,5326,787,1,3371.55,3371.55,16-04-2023,,,,
8036,3195,376,3,11719.80,35159.40,12-02-2023,,,,
8037,2615,254,1,52871.04,52871.04,01-12-2023,,,,
8038,3647,713,1,1368.38,1368.38,28-09-2023,,,,
8039,2480,280,4,29348.16,117392.64,30-11-2023,,,,
8040,4839,626,1,51853.33,51853.33,03-06-2023,,,,
8041,4591,774,3,2021.03,6063.09,09-05-2023,,,,
8042,1004,314,2,4009.50,8019.00,04-05-2023,,,,
8043,4497,713,1,1022.13,1022.13,20-09-2023,,,,
8044,3905,409,2,41260.80,82521.60,21-11-2023,,,,
8045,1282,535,4,20002.68,80010.72,27-07-2023,,,,
8046,5371,315,5,40925.52,204627.60,06-01-2023,,,,
8047,1907,208,5,7146.66,35733.30,20-07-2023,,,,
8048,2219,309,1,7197.39,7197.39,15-02-2023,,,,
8049,4101,443,1,32350.92,32350.92,14-07-2023,,,,
8050,2031,768,5,58105.51,290527.57,15-09-2023,,,,
8051,4115,511,1,65844.97,65844.97,20-10-2023,,,,
8052,1235,230,4,2699.24,10796.94,05-04-2023,,,,
8053,3843,510,1,41396.25,41396.25,06-04-2023,,,,
8054,1220,610,2,6291.38,12582.75,30-08-2023,,,,
8055,3784,566,5,8155.56,40777.80,21-04-2023,,,,
8056,1019,712,4,5947.80,23791.20,07-06-2023,,,,
8057,5337,230,4,21050.59,84202.36,15-05-2023,,,,
8058,2958,281,1,7003.20,7003.20,06-07-2023,,,,
8059,2994,464,2,4153.68,8307.36,03-07-2023,,,,
8060,3879,638,5,2313.44,11567.20,31-01-2023,,,,
8061,2465,301,4,3258.72,13034.88,01-11-2023,,,,
8062,3506,653,2,35260.44,70520.88,11-06-2023,,,,
8063,4926,483,5,6288.75,31443.75,31-08-2023,,,,
8064,4912,363,1,8459.64,8459.64,17-04-2023,,,,
8065,2587,224,2,27584.87,55169.73,07-02-2023,,,,
8066,1410,636,2,2194.83,4389.66,15-05-2023,,,,
8067,2430,733,4,18732.50,74930.00,09-08-2023,,,,
8068,1080,566,5,6124.80,30624.00,13-05-2023,,,,
8069,4463,546,2,1859.76,3719.52,10-04-2023,,,,
8070,3464,238,5,24412.50,122062.50,04-03-2023,,,,
8071,5912,477,3,2349.45,7048.35,30-06-2023,,,,
8072,3435,288,4,8552.28,34209.12,09-10-2023,,,,
8073,5455,307,1,27383.94,27383.94,03-07-2023,,,,
8074,5780,523,4,56563.92,226255.68,26-04-2023,,,,
8075,4580,325,2,9002.40,18004.80,24-05-2023,,,,
8076,1322,604,5,2500.80,12504.00,12-01-2023,,,,
8077,1571,480,3,94792.68,284378.04,01-12-2023,,,,
8078,5785,231,3,54647.94,163943.83,05-06-2023,,,,
8079,3869,378,2,49804.69,99609.38,22-08-2023,,,,
8080,3446,727,1,4790.18,4790.18,09-09-2023,,,,
8081,1194,386,3,38914.70,116744.10,28-05-2023,,,,
8082,2827,515,4,2057.60,8230.40,17-11-2023,,,,
8083,1299,508,5,3833.60,19168.00,01-11-2023,,,,
8084,3518,300,2,21386.88,42773.76,10-11-2023,,,,
8085,3822,225,3,1942.25,5826.75,24-03-2023,,,,
8086,2794,607,1,11457.45,11457.45,28-06-2023,,,,
8087,4086,633,5,27160.20,135801.00,08-03-2023,,,,
8088,5437,574,2,51979.00,103958.00,14-03-2023,,,,
8089,5906,678,3,4358.79,13076.37,22-12-2023,,,,
8090,4858,580,2,53970.93,107941.86,01-09-2023,,,,
8091,5892,700,3,2825.68,8477.04,26-09-2023,,,,
8092,2530,241,2,5231.89,10463.78,30-04-2023,,,,
8093,4655,260,1,9002.40,9002.40,31-10-2023,,,,
8094,1895,579,3,7527.60,22582.80,01-10-2023,,,,
8095,4545,384,5,18231.31,91156.54,04-04-2023,,,,
8096,3391,410,1,1280.40,1280.40,19-05-2023,,,,
8097,1402,741,1,50199.60,50199.60,01-05-2023,,,,
8098,4590,502,4,11106.81,44427.24,31-05-2023,,,,
8099,2499,232,1,1587.63,1587.63,19-05-2023,,,,
8100,1135,482,3,5163.75,15491.25,16-08-2023,,,,
8101,2036,459,3,33364.20,100092.60,12-01-2023,,,,
8102,5653,762,2,48146.00,96292.00,18-08-2023,,,,
8103,4361,469,4,3642.40,14569.58,08-06-2023,,,,
8104,2406,204,2,38834.81,77669.63,17-08-2023,,,,
8105,4644,399,3,40395.92,121187.75,04-04-2023,,,,
8106,2215,795,2,16860.00,33720.00,19-07-2023,,,,
8107,3456,546,3,24242.40,72727.20,13-03-2023,,,,
8108,2018,338,5,8102.16,40510.80,03-04-2023,,,,
8109,2176,516,1,13923.20,13923.20,05-01-2023,,,,
8110,3398,358,3,55405.35,166216.05,11-09-2023,,,,
8111,3956,322,1,4878.75,4878.75,25-08-2023,,,,
8112,1253,474,1,4861.63,4861.63,03-06-2023,,,,
8113,1813,514,5,4077.97,20389.85,23-09-2023,,,,
8114,5815,487,2,66636.70,133273.40,25-09-2023,,,,
8115,3808,303,3,6358.00,19074.00,25-11-2023,,,,
8116,4994,289,5,4043.11,20215.53,07-05-2023,,,,
8117,4233,607,3,3772.44,11317.32,02-07-2023,,,,
8118,4716,393,3,25973.20,77919.60,04-05-2023,,,,
8119,2646,233,5,2508.38,12541.90,11-06-2023,,,,
8120,1926,286,1,10573.50,10573.50,25-03-2023,,,,
8121,2138,709,2,47554.32,95108.64,01-05-2023,,,,
8122,5713,573,3,29473.92,88421.76,11-11-2023,,,,
8123,4094,414,5,82012.80,410064.00,05-11-2023,,,,
8124,3931,710,4,6504.00,26016.00,23-10-2023,,,,
8125,1434,477,5,4294.80,21474.00,29-01-2023,,,,
8126,4423,527,5,14035.68,70178.40,27-12-2023,,,,
8127,4461,515,1,3053.70,3053.70,13-10-2023,,,,
8128,5152,228,2,50249.00,100498.00,08-08-2023,,,,
8129,3253,321,5,17698.27,88491.37,30-04-2023,,,,
8130,5767,211,3,2057.18,6171.53,22-06-2023,,,,
8131,3805,418,3,2765.16,8295.49,06-09-2023,,,,
8132,2174,780,1,55322.25,55322.25,07-10-2023,,,,
8133,4664,592,3,74330.80,222992.40,22-11-2023,,,,
8134,2849,206,4,972.90,3891.58,28-05-2023,,,,
8135,1325,376,3,48231.60,144694.80,29-07-2023,,,,
8136,3572,439,3,3151.98,9455.94,12-09-2023,,,,
8137,4046,620,5,2351.36,11756.80,28-05-2023,,,,
8138,4496,279,3,35321.92,105965.76,16-11-2023,,,,
8139,4784,559,4,9925.60,39702.40,07-01-2023,,,,
8140,5536,436,4,20463.92,81855.68,24-11-2023,,,,
8141,1001,314,5,2209.70,11048.50,19-03-2023,,,,
8142,3006,732,3,15039.13,45117.41,25-02-2023,,,,
8143,5522,421,2,58784.64,117569.28,10-07-2023,,,,
8144,2824,661,4,37119.84,148479.36,04-01-2023,,,,
8145,5774,474,1,1147.65,1147.65,30-04-2023,,,,
8146,3008,275,1,2125.68,2125.68,27-01-2023,,,,
8147,1141,563,2,8102.16,16204.32,03-07-2023,,,,
8148,4750,511,3,22218.30,66654.90,06-02-2023,,,,
8149,1173,215,5,18651.85,93259.25,26-06-2023,,,,
8150,1773,667,3,1443.25,4329.75,18-06-2023,,,,
8151,2545,501,3,1521.60,4564.80,16-01-2023,,,,
8152,4314,210,4,16840.80,67363.20,29-11-2023,,,,
8153,4346,229,2,12458.16,24916.32,10-09-2023,,,,
8154,5029,395,4,46683.00,186732.00,11-10-2023,,,,
8155,2250,671,1,3979.17,3979.17,09-09-2023,,,,
8156,4682,742,1,1307.44,1307.44,07-08-2023,,,,
8157,1814,582,4,5164.56,20658.24,11-12-2023,,,,
8158,4376,576,1,20883.85,20883.85,28-09-2023,,,,
8159,2644,280,5,5576.00,27880.00,04-11-2023,,,,
8160,1885,451,2,4049.19,8098.38,15-08-2023,,,,
8161,5371,665,2,72687.75,145375.50,06-10-2023,,,,
8162,1583,659,2,14341.58,28683.16,26-05-2023,,,,
8163,5652,560,5,26050.00,130250.00,04-08-2023,,,,
8164,3509,344,4,80900.28,323601.12,08-12-2023,,,,
8165,4377,207,1,1999.20,1999.20,19-10-2023,,,,
8166,4965,276,3,1633.77,4901.31,15-02-2023,,,,
8167,5526,246,3,6460.20,19380.60,29-12-2023,,,,
8168,1303,478,4,45535.35,182141.40,09-10-2023,,,,
8169,2125,319,3,1987.90,5963.69,02-09-2023,,,,
8170,2749,465,1,15990.37,15990.37,28-05-2023,,,,
8171,3931,427,5,3415.20,17076.00,21-07-2023,,,,
8172,1229,341,5,3774.60,18873.00,05-12-2023,,,,
8173,4532,469,5,6050.00,30250.00,21-08-2023,,,,
8174,2814,692,4,9711.09,38844.36,13-12-2023,,,,
8175,3446,301,2,1362.96,2725.92,14-01-2023,,,,
8176,2604,718,2,1932.16,3864.32,13-04-2023,,,,
8177,5844,257,1,52024.28,52024.28,18-05-2023,,,,
8178,5447,300,5,2939.59,14697.93,04-05-2023,,,,
8179,3357,506,5,8102.16,40510.80,23-04-2023,,,,
8180,3257,302,1,800.70,800.70,31-03-2023,,,,
8181,2208,250,1,49172.40,49172.40,09-03-2023,,,,
8182,3906,288,5,50793.60,253968.00,18-11-2023,,,,
8183,5717,375,2,21588.66,43177.31,30-05-2023,,,,
8184,1047,603,2,26769.96,53539.92,11-04-2023,,,,
8185,3630,596,1,49374.68,49374.68,17-06-2023,,,,
8186,5305,766,2,3987.90,7975.80,03-02-2023,,,,
8187,5897,416,1,2797.95,2797.95,06-06-2023,,,,
8188,1315,275,1,1759.40,1759.40,29-01-2023,,,,
8189,4108,622,5,5229.75,26148.75,16-03-2023,,,,
8190,4212,261,5,98673.84,493369.20,28-12-2023,,,,
8191,2736,579,1,8552.28,8552.28,11-05-2023,,,,
8192,3035,365,3,3840.30,11520.90,01-07-2023,,,,
8193,2393,688,2,10644.48,21288.96,07-11-2023,,,,
8194,2490,554,3,47664.96,142994.88,19-04-2023,,,,
8195,3785,282,2,1291.76,2583.53,30-04-2023,,,,
8196,2961,211,3,33218.33,99654.98,07-06-2023,,,,
8197,1045,361,5,13872.00,69360.00,15-08-2023,,,,
8198,2872,273,4,48405.24,193620.96,26-09-2023,,,,
8199,1764,285,4,5188.43,20753.70,14-05-2023,,,,
8200,2281,544,3,1495.04,4485.12,02-11-2023,,,,
8201,5243,574,4,3939.65,15758.60,08-03-2023,,,,
8202,5718,236,4,2736.86,10947.42,23-05-2023,,,,
8203,2281,574,5,65326.56,326632.80,15-09-2023,,,,
8204,2995,403,2,46963.75,93927.50,05-08-2023,,,,
8205,3086,751,5,29202.94,146014.70,05-09-2023,,,,
8206,5778,461,4,4055.56,16222.25,03-08-2023,,,,
8207,3127,223,2,9223.55,18447.10,16-03-2023,,,,
8208,4893,683,5,19573.80,97869.00,02-03-2023,,,,
8209,3745,588,1,72751.95,72751.95,24-10-2023,,,,
8210,3467,599,2,6742.71,13485.42,07-09-2023,,,,
8211,3842,215,5,6011.98,30059.90,11-09-2023,,,,
8212,1862,466,2,30054.24,60108.48,04-11-2023,,,,
8213,5136,201,1,5812.29,5812.29,25-12-2023,,,,
8214,5402,516,3,56977.00,170931.00,14-03-2023,,,,
8215,3840,305,5,4237.38,21186.90,18-07-2023,,,,
8216,4728,271,2,25633.79,51267.58,03-09-2023,,,,
8217,2822,493,3,16525.08,49575.24,25-05-2023,,,,
8218,2444,573,1,5020.79,5020.79,01-04-2023,,,,
8219,4496,609,5,34442.20,172211.00,14-09-2023,,,,
8220,3630,688,3,26712.18,80136.54,11-02-2023,,,,
8221,2447,422,3,2547.19,7641.56,15-08-2023,,,,
8222,2845,514,2,12063.48,24126.96,11-01-2023,,,,
8223,1747,733,1,15422.68,15422.68,30-01-2023,,,,
8224,3825,297,1,21610.08,21610.08,05-01-2023,,,,
8225,4723,309,1,5060.40,5060.40,05-07-2023,,,,
8226,4516,381,1,1760.27,1760.27,19-09-2023,,,,
8227,2325,558,4,8112.06,32448.24,29-07-2023,,,,
8228,2839,315,3,9443.33,28330.00,28-04-2023,,,,
8229,5088,479,4,2437.38,9749.50,12-08-2023,,,,
8230,3803,547,4,27340.48,109361.91,07-04-2023,,,,
8231,5038,472,4,3126.45,12505.80,18-10-2023,,,,
8232,2004,444,3,6299.64,18898.92,29-07-2023,,,,
8233,1917,550,5,21467.60,107338.00,15-11-2023,,,,
8234,4647,239,3,58061.00,174183.00,14-03-2023,,,,
8235,5629,397,2,21052.80,42105.60,23-03-2023,,,,
8236,4656,434,2,39794.03,79588.05,08-06-2023,,,,
8237,5251,381,5,21195.45,105977.25,23-02-2023,,,,
8238,2839,624,2,6556.80,13113.60,08-07-2023,,,,
8239,3900,606,4,4596.75,18387.00,06-02-2023,,,,
8240,5610,602,2,15293.00,30586.00,01-08-2023,,,,
8241,5565,662,3,25740.18,77220.54,20-12-2023,,,,
8242,1678,353,1,18599.49,18599.49,05-09-2023,,,,
8243,3641,683,3,56209.40,168628.20,14-09-2023,,,,
8244,2832,383,2,9365.10,18730.20,12-07-2023,,,,
8245,2639,638,4,48164.05,192656.20,30-05-2023,,,,
8246,5939,658,2,2771.55,5543.10,16-10-2023,,,,
8247,1196,505,5,42177.72,210888.60,02-07-2023,,,,
8248,2780,202,4,1479.68,5918.72,06-01-2023,,,,
8249,4408,746,1,902.48,902.48,21-04-2023,,,,
8250,2330,771,3,24006.72,72020.16,08-07-2023,,,,
8251,5053,609,5,4113.92,20569.58,28-09-2023,,,,
8252,4319,721,3,2458.89,7376.67,05-04-2023,,,,
8253,1412,434,1,3981.07,3981.07,23-06-2023,,,,
8254,4433,603,3,8552.28,25656.84,14-08-2023,,,,
8255,1578,734,2,638.78,1277.55,18-02-2023,,,,
8256,3041,522,1,33081.38,33081.38,22-08-2023,,,,
8257,3735,362,4,22728.75,90915.00,23-03-2023,,,,
8258,1712,410,2,43467.90,86935.80,01-04-2023,,,,
8259,5515,655,4,48571.25,194285.00,27-08-2023,,,,
8260,5176,250,4,21129.90,84519.60,05-10-2023,,,,
8261,3094,613,5,81254.40,406272.00,25-11-2023,,,,
8262,4782,609,1,9002.40,9002.40,16-05-2023,,,,
8263,1539,434,1,5692.50,5692.50,26-08-2023,,,,
8264,4212,718,3,9601.65,28804.95,27-12-2023,,,,
8265,5148,636,2,76481.84,152963.68,24-11-2023,,,,
8266,5536,354,4,3866.10,15464.40,08-04-2023,,,,
8267,4076,581,3,4920.53,14761.58,25-02-2023,,,,
8268,1409,293,1,1065.87,1065.87,18-09-2023,,,,
8269,3228,702,4,29125.13,116500.50,09-08-2023,,,,
8270,1199,205,4,5697.15,22788.60,04-03-2023,,,,
8271,2975,292,3,3002.65,9007.95,15-06-2023,,,,
8272,4688,697,3,3234.33,9702.99,08-05-2023,,,,
8273,1462,271,3,67093.56,201280.68,23-12-2023,,,,
8274,3504,209,3,2500.02,7500.06,04-02-2023,,,,
8275,3008,624,5,25892.40,129462.00,23-07-2023,,,,
8276,4962,682,1,1008.72,1008.72,02-07-2023,,,,
8277,5255,285,3,35979.44,107938.31,10-08-2023,,,,
8278,5746,276,5,13136.00,65680.00,23-01-2023,,,,
8279,5595,417,3,23408.19,70224.57,07-09-2023,,,,
8280,1833,560,5,6029.01,30145.05,11-09-2023,,,,
8281,1843,570,3,2469.00,7407.00,03-03-2023,,,,
8282,2374,325,5,33616.49,168082.43,15-04-2023,,,,
8283,1391,465,4,65217.60,260870.40,10-11-2023,,,,
8284,2571,535,5,58598.60,292992.98,08-06-2023,,,,
8285,3666,218,3,5670.00,17010.00,23-07-2023,,,,
8286,4582,725,4,11196.23,44784.90,31-10-2023,,,,
8287,1645,669,2,8047.50,16095.00,14-10-2023,,,,
8288,2718,719,2,6254.33,12508.65,28-10-2023,,,,
8289,5451,593,5,60316.30,301581.50,24-05-2023,,,,
8290,4162,614,2,1387.88,2775.76,19-09-2023,,,,
8291,2890,755,5,2043.45,10217.25,30-10-2023,,,,
8292,1291,499,3,9671.76,29015.28,29-12-2023,,,,
8293,1804,785,5,1602.90,8014.50,16-09-2023,,,,
8294,4985,721,2,16030.82,32061.65,27-04-2023,,,,
8295,2448,698,4,6827.63,27310.50,10-10-2023,,,,
8296,2111,327,2,15881.63,31763.25,28-08-2023,,,,
8297,1707,235,4,1103.85,4415.40,06-05-2023,,,,
8298,4586,347,1,27884.12,27884.12,09-02-2023,,,,
8299,2077,284,3,25244.00,75732.00,30-03-2023,,,,
8300,4206,629,5,2400.00,12000.00,13-03-2023,,,,
8301,3291,403,5,28110.50,140552.50,28-08-2023,,,,
8302,1971,412,1,773.68,773.68,11-01-2023,,,,
8303,4051,423,1,1535.58,1535.58,26-02-2023,,,,
8304,3401,242,4,7184.28,28737.12,16-06-2023,,,,
8305,1777,712,5,445.74,2228.70,25-06-2023,,,,
8306,4347,673,4,16329.08,65316.30,09-10-2023,,,,
8307,4631,555,4,4274.37,17097.48,04-02-2023,,,,
8308,3891,659,1,10612.80,10612.80,25-11-2023,,,,
8309,2151,623,3,29267.37,87802.11,11-12-2023,,,,
8310,1370,370,3,77733.18,233199.54,28-12-2023,,,,
8311,2656,325,1,40354.86,40354.86,27-09-2023,,,,
8312,3251,447,1,1128.79,1128.79,19-09-2023,,,,
8313,2099,360,5,50831.18,254155.88,03-10-2023,,,,
8314,4211,200,2,19870.11,39740.22,21-02-2023,,,,
8315,5494,223,3,6973.60,20920.80,05-01-2023,,,,
8316,4226,461,4,44697.69,178790.76,09-02-2023,,,,
8317,5694,287,2,20120.10,40240.20,07-04-2023,,,,
8318,5562,590,3,3797.28,11391.84,22-11-2023,,,,
8319,4754,558,3,15196.80,45590.40,09-01-2023,,,,
8320,5665,652,5,9002.40,45012.00,17-09-2023,,,,
8321,2668,786,2,3125.28,6250.56,06-11-2023,,,,
8322,5829,584,3,4207.36,12622.08,25-01-2023,,,,
8323,4928,240,1,42512.05,42512.05,07-06-2023,,,,
8324,3215,488,4,9002.40,36009.60,08-01-2023,,,,
8325,3344,501,1,9002.40,9002.40,06-03-2023,,,,
8326,1877,748,3,7652.04,22956.12,13-09-2023,,,,
8327,3864,450,1,103316.40,103316.40,04-12-2023,,,,
8328,5455,329,1,3393.36,3393.36,05-07-2023,,,,
8329,4575,527,1,1013.15,1013.15,23-06-2023,,,,
8330,2041,392,2,4430.00,8860.00,30-03-2023,,,,
8331,2312,570,3,19032.00,57096.00,21-09-2023,,,,
8332,3144,603,2,4743.92,9487.84,05-11-2023,,,,
8333,3979,464,2,3946.80,7893.60,14-05-2023,,,,
8334,3984,318,1,20738.88,20738.88,14-01-2023,,,,
8335,4000,640,1,3358.10,3358.10,14-09-2023,,,,
8336,4606,775,3,3004.16,9012.47,01-05-2023,,,,
8337,3189,511,2,6765.66,13531.32,11-02-2023,,,,
8338,2303,728,5,3080.16,15400.80,01-07-2023,,,,
8339,2188,528,3,17131.50,51394.50,23-02-2023,,,,
8340,4770,436,4,30452.35,121809.38,08-05-2023,,,,
8341,4188,315,2,53596.80,107193.60,01-07-2023,,,,
8342,3077,573,2,1778.70,3557.40,12-05-2023,,,,
8343,1992,757,1,4486.75,4486.75,10-09-2023,,,,
8344,2250,479,3,45236.88,135710.64,22-07-2023,,,,
8345,4824,498,1,7475.55,7475.55,26-10-2023,,,,
8346,2389,513,4,43616.88,174467.52,29-07-2023,,,,
8347,5922,730,5,3300.30,16501.50,27-07-2023,,,,
8348,4102,797,3,5330.88,15992.64,23-11-2023,,,,
8349,4152,298,2,24890.48,49780.95,13-10-2023,,,,
8350,4590,467,1,3847.50,3847.50,02-10-2023,,,,
8351,1737,460,2,23840.10,47680.20,03-03-2023,,,,
8352,3368,550,2,27518.40,55036.80,09-09-2023,,,,
8353,3312,795,5,2291.40,11457.00,10-03-2023,,,,
8354,4215,423,5,54426.45,272132.25,14-03-2023,,,,
8355,2760,372,3,1519.80,4559.40,14-03-2023,,,,
8356,4223,700,1,16419.33,16419.33,25-09-2023,,,,
8357,3114,681,5,4674.00,23370.00,27-10-2023,,,,
8358,1600,267,3,3437.39,10312.16,08-04-2023,,,,
8359,2673,626,5,672.60,3363.00,22-01-2023,,,,
8360,5800,507,3,3378.20,10134.60,04-01-2023,,,,
8361,2599,546,3,3033.00,9099.00,31-03-2023,,,,
8362,4750,749,4,48014.38,192057.50,29-08-2023,,,,
8363,1622,323,1,3212.24,3212.24,22-09-2023,,,,
8364,2805,539,4,3868.20,15472.80,21-04-2023,,,,
8365,1792,379,2,2992.94,5985.87,19-05-2023,,,,
8366,1296,595,3,2544.56,7633.68,29-01-2023,,,,
8367,1374,236,1,1495.26,1495.26,09-12-2023,,,,
8368,4975,375,5,3372.12,16860.60,21-12-2023,,,,
8369,2170,720,3,3260.25,9780.75,07-10-2023,,,,
8370,4684,632,2,4703.40,9406.80,09-12-2023,,,,
8371,4291,376,1,32517.60,32517.60,04-07-2023,,,,
8372,4039,654,2,5783.75,11567.50,27-08-2023,,,,
8373,2848,527,3,2602.53,7807.59,01-02-2023,,,,
8374,4651,493,5,1240.20,6201.00,08-09-2023,,,,
8375,3048,315,5,39598.40,197992.00,18-01-2023,,,,
8376,5281,328,5,2975.77,14878.83,06-09-2023,,,,
8377,5755,248,5,1774.80,8874.00,05-02-2023,,,,
8378,4369,216,2,2354.04,4708.08,18-09-2023,,,,
8379,4927,654,3,3786.48,11359.44,07-07-2023,,,,
8380,5964,644,2,16089.20,32178.40,25-11-2023,,,,
8381,3453,417,1,54130.50,54130.50,05-06-2023,,,,
8382,4286,291,5,18734.00,93670.00,10-03-2023,,,,
8383,2547,216,4,40475.50,161902.00,23-09-2023,,,,
8384,3318,586,4,6649.13,26596.50,16-08-2023,,,,
8385,4741,505,3,9695.52,29086.56,19-01-2023,,,,
8386,1745,373,5,1748.03,8740.13,25-10-2023,,,,
8387,2585,225,3,1255.80,3767.40,04-06-2023,,,,
8388,1831,678,2,7652.04,15304.08,28-01-2023,,,,
8389,3133,423,2,57168.45,114336.90,06-12-2023,,,,
8390,4713,780,4,16896.10,67584.40,30-09-2023,,,,
8391,2990,307,4,82754.88,331019.52,20-11-2023,,,,
8392,3295,786,3,8552.28,25656.84,17-12-2023,,,,
8393,4151,721,2,18471.60,36943.20,27-07-2023,,,,
8394,3849,510,3,26490.24,79470.72,30-11-2023,,,,
8395,3859,443,4,4179.20,16716.80,15-01-2023,,,,
8396,4278,216,1,3257.10,3257.10,07-05-2023,,,,
8397,3975,536,3,5117.20,15351.60,18-05-2023,,,,
8398,3881,544,4,3443.56,13774.24,12-06-2023,,,,
8399,1919,744,2,9602.40,19204.80,20-01-2023,,,,
8400,1103,400,5,50302.80,251514.00,02-12-2023,,,,
8401,3186,263,3,29724.30,89172.90,25-02-2023,,,,
8402,2140,574,2,38372.40,76744.80,05-07-2023,,,,
8403,5119,573,5,8552.28,42761.40,17-08-2023,,,,
8404,5408,606,2,46161.40,92322.81,20-06-2023,,,,
8405,2421,597,5,7652.04,38260.20,06-11-2023,,,,
8406,2665,722,5,4244.22,21221.10,29-12-2023,,,,
8407,5734,440,4,36982.40,147929.60,02-09-2023,,,,
8408,3987,510,3,6184.80,18554.40,29-11-2023,,,,
8409,2568,775,4,4153.88,16615.50,09-05-2023,,,,
8410,5429,395,1,14630.00,14630.00,29-08-2023,,,,
8411,1206,751,3,5860.80,17582.40,23-11-2023,,,,
8412,1048,576,5,2857.79,14288.95,17-09-2023,,,,
8413,5233,321,1,8423.75,8423.75,21-06-2023,,,,
8414,3027,665,5,9002.40,45012.00,10-03-2023,,,,
8415,2186,723,5,44594.52,222972.60,03-07-2023,,,,
8416,1871,378,4,39778.20,159112.80,02-05-2023,,,,
8417,2151,415,4,30371.00,121484.00,08-03-2023,,,,
8418,5795,590,3,5826.60,17479.80,23-07-2023,,,,
8419,5936,301,1,990.85,990.85,05-03-2023,,,,
8420,5757,269,1,41087.13,41087.13,07-04-2023,,,,
